"Geographic Area Name (NAME)","2022 NAICS code (NAICS2022)","Meaning of NAICS code (NAICS2022_LABEL)","Year (YEAR)","Number of firms (FIRM)","Number of establishments (ESTAB)","Sales, value of shipments, or revenue ($1,000) (RCPTOT)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)","Production and/or development and exploration workers annual wages ($1,000) (PAYANPW)","Production workers first-quarter payroll ($1,000) (PAYQ1PW)","Production and/or development and exploration workers for pay period including March 12 (EMPQ1PW)","Construction, production and/or development and exploration workers annual hours (1,000) (HOURS)","Other employees annual wages ($1,000) (PAYANOM)","Other employees first-quarter payroll ($1,000) (PAYQ1OM)","Other employees for pay period including March 12 (EMPQ1OM)","Total fringe benefits ($1,000) (BENEFIT)","Employer's cost for health insurance ($1,000) (BENHEA)","Employer's cost for defined benefit pension plans ($1,000) (BENPEB)","Employer's cost for defined contribution plans ($1,000) (BENPEC)","Employer's cost for other fringe benefits ($1,000) (BENOTH)","Total cost of supplies and/or materials ($1,000) (CSTMTOT)","Cost of materials, components, packaging and/or supplies used, minerals received, or purchased machinery installed ($1,000) (CSTMPRT)","Cost of resales ($1,000) (CSTRSL)","Cost of contract work ($1,000) (CSTCNT)","Cost of purchased fuels consumed ($1,000) (CSTFU)","Cost of purchased electricity ($1,000) (CSTELEC)","Quantity of electricity purchased for heat and power (1,000 kWh) (ELECPCH)","Quantity of generated electricity (1,000 kWh) (ELECGEN)","Quantity of electricity sold or transferred (1,000 kWh) (ELECSLD)","Value added ($1,000) (VALADD)","Total inventories, beginning of year ($1,000) (INVTOTB)","Finished goods or minerals products, crude petroleum, and natural gas liquids inventories, beginning of year ($1,000) (INVFINB)","Work-in-process inventories, beginning of year ($1,000) (INVWIPB)","Materials and/or supplies, parts, fuels, etc. inventories, beginning of year ($1,000) (INVMATB)","Total inventories, end of year ($1,000) (INVTOTE)","Finished goods or minerals products, crude petroleum, and natural gas liquids inventories, end of year ($1,000) (INVFINE)","Work-in-process inventories, end of year ($1,000) (INVWIPE)","Materials and/or supplies, parts, fuels, etc. inventories, end of year ($1,000) (INVMATE)","Gross value of depreciable assets (acquisition costs), beginning of year ($1,000) (ASTBGN)","Gross value of depreciable assets (acquisition costs) for buildings and other structures, beginning of year ($1,000) (ASTBBLD)","Gross value of depreciable assets (acquisition costs) for machinery and equipment, beginning of year ($1,000) (ASTBMCH)","Total capital expenditures for buildings, structures, machinery, and equipment (new and used) ($1,000) (CEXTOT)","Capital expenditures for buildings and other structures ($1,000) (CEXBLD)","Capital expenditures for machinery and equipment ($1,000) (CEXMCH)","Capital expenditures for automobiles, trucks, etc. for highway use ($1,000) (CEXMCHA)","Capital expenditures for computers and peripheral data processing equipment ($1,000) (CEXMCHC)","Capital expenditures for all other machinery and equipment ($1,000) (CEXMCHO)","Total retirements ($1,000) (ASRET)","Retirements for buildings and other structures ($1,000) (ASRBLD)","Retirements for machinery and equipment ($1,000) (ASRMCH)","Gross value of depreciable assets (acquisition costs, end of year) ($1,000) (ASTEND)","Gross value of depreciable assets (acquisition costs) for buildings and other structures, end of year ($1,000) (ASTEBLD)","Gross value of depreciable assets (acquisition costs) for machinery and equipment, end of year ($1,000) (ASTEMCH)","Total depreciation during year ($1,000) (DPRTOT)","Total rental payments or lease payments ($1,000) (RPTOT)","Rental payments or lease payments for buildings and other structures ($1,000) (RPBLD)","Rental payments or lease payments for machinery and equipment ($1,000) (RPMCH)","Total other operating expenses ($1,000) (PCHTT)","Temporary staff and leased employee expenses ($1,000) (PCHTEMP)","Expensed computer hardware and other equipment ($1,000) (PCHCMPQ)","Expensed purchases of software ($1,000) (PCHEXSO)","Data processing and other purchased computer services ($1,000) (PCHDAPR)","Communication services ($1,000) (PCHCSVC)","Repair and maintenance services of buildings and/or machinery ($1,000) (PCHRPR)","Refuse removal (including hazardous waste) services ($1,000) (PCHRFUS)","Advertising and promotional services ($1,000) (PCHADVT)","Purchased professional and technical services ($1,000) (PCHPRTE)","Taxes and license fees ($1,000) (PCHTAX)","All other operating expenses ($1,000) (PCHOEXP)","Range indicating imputed percentage of total sales, value of shipments, or revenue (RCPTOT_IMP)","Range indicating imputed percentage of total annual payroll (PAYANN_IMP)","Range indicating imputed percentage of total employees (EMP_IMP)"
"California","326130","Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing","2022","13","14","120,391","41,039","10,125","663","23,162","5,729","453","782","17,877","4,396","210","12,106","4,555","D","D","5,545","47,152","43,600","0","D","D","839","4,390","0","0","74,281","19,825","9,883","3,700","6,242","21,236","11,040","3,585","6,611","29,328","6,350","22,978","D","D","1,294","D","D","1,107","D","D","D","30,592","6,491","24,101","2,551","2,306","2,040","266","5,022","883","37","D","D","227","1,388","67","D","287","354","1,462","Less than 10%","Less than 10%","Less than 10%"
"California","32614","Polystyrene Foam Product Manufacturing","2022","44","47","766,585","114,706","42,727","2,045","78,439","28,242","1,465","3,132","36,267","14,485","580","29,595","11,962","1,057","2,933","13,643","572,924","538,358","6,082","D","D","22,605","148,522","0","0","198,331","70,757","47,048","9,467","14,242","77,041","51,165","10,020","15,856","363,692","77,027","286,665","18,154","2,992","15,162","D","D","14,278","3,913","D","D","377,933","79,551","298,382","24,783","12,836","10,930","1,906","87,442","13,554","369","D","D","2,044","14,051","2,014","D","8,773","9,479","36,431","30% to less than 40%","50% to less than 60%","40% to less than 50%"
"California","326140","Polystyrene Foam Product Manufacturing","2022","44","47","766,585","114,706","42,727","2,045","78,439","28,242","1,465","3,132","36,267","14,485","580","29,595","11,962","1,057","2,933","13,643","572,924","538,358","6,082","D","D","22,605","148,522","0","0","198,331","70,757","47,048","9,467","14,242","77,041","51,165","10,020","15,856","363,692","77,027","286,665","18,154","2,992","15,162","D","D","14,278","3,913","D","D","377,933","79,551","298,382","24,783","12,836","10,930","1,906","87,442","13,554","369","D","D","2,044","14,051","2,014","D","8,773","9,479","36,431","30% to less than 40%","50% to less than 60%","40% to less than 50%"
"California","32615","Urethane and Other Foam Product (except Polystyrene) Manufacturing","2022","73","80","818,844","122,709","31,579","2,351","72,702","18,598","1,799","3,441","50,007","12,981","552","31,374","12,514","D","D","15,692","428,530","403,143","11,932","4,509","2,091","6,855","37,609","D","0","385,397","71,301","20,520","14,229","36,552","67,721","17,598","12,234","37,889","243,935","43,807","200,128","D","D","11,408","D","D","8,754","D","D","D","251,424","44,565","206,859","16,247","21,590","19,294","2,296","81,621","11,791","1,295","194","478","1,231","5,906","1,278","738","2,397","4,736","51,577","40% to less than 50%","20% to less than 30%","30% to less than 40%"
"California","326150","Urethane and Other Foam Product (except Polystyrene) Manufacturing","2022","73","80","818,844","122,709","31,579","2,351","72,702","18,598","1,799","3,441","50,007","12,981","552","31,374","12,514","D","D","15,692","428,530","403,143","11,932","4,509","2,091","6,855","37,609","D","0","385,397","71,301","20,520","14,229","36,552","67,721","17,598","12,234","37,889","243,935","43,807","200,128","D","D","11,408","D","D","8,754","D","D","D","251,424","44,565","206,859","16,247","21,590","19,294","2,296","81,621","11,791","1,295","194","478","1,231","5,906","1,278","738","2,397","4,736","51,577","40% to less than 50%","20% to less than 30%","30% to less than 40%"
"California","32616","Plastics Bottle Manufacturing","2022","40","56","1,626,787","227,539","56,528","3,476","150,786","37,545","2,682","5,371","76,753","18,983","794","51,156","19,433","2,549","3,903","25,271","952,036","860,866","3,640","15,588","7,913","64,029","443,712","D","D","672,966","121,598","56,139","19,931","45,528","117,829","55,069","19,216","43,544","1,176,628","128,419","1,048,209","43,464","1,808","41,656","D","D","38,597","41,400","5,306","36,094","1,178,692","124,921","1,053,771","80,673","42,463","37,866","4,597","97,428","32,277","442","158","716","1,109","21,855","2,469","1,477","5,101","3,852","27,972","50% to less than 60%","30% to less than 40%","40% to less than 50%"
"California","326160","Plastics Bottle Manufacturing","2022","40","56","1,626,787","227,539","56,528","3,476","150,786","37,545","2,682","5,371","76,753","18,983","794","51,156","19,433","2,549","3,903","25,271","952,036","860,866","3,640","15,588","7,913","64,029","443,712","D","D","672,966","121,598","56,139","19,931","45,528","117,829","55,069","19,216","43,544","1,176,628","128,419","1,048,209","43,464","1,808","41,656","D","D","38,597","41,400","5,306","36,094","1,178,692","124,921","1,053,771","80,673","42,463","37,866","4,597","97,428","32,277","442","158","716","1,109","21,855","2,469","1,477","5,101","3,852","27,972","50% to less than 60%","30% to less than 40%","40% to less than 50%"
"California","32619","Other Plastics Product Manufacturing","2022","565","596","10,650,081","1,773,238","443,462","30,127","1,008,041","249,336","22,047","42,258","765,197","194,126","8,080","435,737","157,665","13,097","37,656","227,319","4,495,984","4,070,924","158,035","47,823","65,497","153,705","1,036,795","D","0","6,283,669","1,228,609","545,092","172,896","510,621","1,424,585","650,594","196,966","577,025","4,181,166","908,018","3,273,148","274,085","31,443","242,642","19,695","12,771","210,176","124,983","6,196","118,787","4,330,268","933,265","3,397,003","321,859","200,330","175,029","25,301","987,713","189,502","9,563","8,108","9,672","13,283","76,429","18,617","33,381","51,865","34,952","542,341","30% to less than 40%","20% to less than 30%","40% to less than 50%"
"California","326191","Plastics Plumbing Fixture Manufacturing","2022","22","24","1,155,595","154,681","42,904","2,571","61,662","13,290","1,560","2,822","93,019","29,614","1,011","39,415","13,477","501","5,464","19,973","597,189","569,058","D","D","1,316","4,269","27,724","D","0","570,229","128,276","39,249","8,994","80,033","149,382","51,062","9,004","89,316","134,323","43,447","90,876","D","D","13,174","1,266","1,060","10,848","D","D","D","149,212","45,474","103,738","13,661","14,201","11,146","3,055","209,918","11,238","D","D","D","D","3,477","2,774","D","5,844","D","D","10% to less than 20%","Less than 10%","20% to less than 30%"
"California","326199","All Other Plastics Product Manufacturing","2022","543","572","9,494,486","1,618,557","400,558","27,556","946,379","236,046","20,487","39,436","672,178","164,512","7,069","396,322","144,188","12,596","32,192","207,346","3,898,795","3,501,866","D","D","64,181","149,436","1,009,071","D","0","5,713,440","1,100,333","505,843","163,902","430,588","1,275,203","599,532","187,962","487,709","4,046,843","864,571","3,182,272","D","D","229,468","18,429","11,711","199,328","D","D","D","4,181,056","887,791","3,293,265","308,198","186,129","163,883","22,246","777,795","178,264","D","D","D","D","72,952","15,843","D","46,021","D","D","30% to less than 40%","20% to less than 30%","40% to less than 50%"
"California","3262","Rubber product manufacturing","2022","141","151","1,126,589","229,616","55,783","4,260","144,122","34,830","3,110","6,014","85,494","20,953","1,150","66,602","24,001","4,348","4,695","33,558","503,594","458,843","13,859","11,406","6,177","13,309","71,806","0","D","633,588","118,704","52,589","12,715","53,400","137,466","57,903","17,994","61,569","689,033","125,085","563,948","139,539","2,404","137,135","1,724","1,254","134,157","9,887","596","9,291","818,685","126,893","691,792","55,265","20,578","17,887","2,691","88,625","27,801","1,120","866","1,249","1,713","9,032","2,390","3,545","5,097","4,229","31,583","50% to less than 60%","20% to less than 30%","30% to less than 40%"
"California","32621","Tire Manufacturing","2022","26","28","87,682","16,862","4,116","359","11,491","2,778","292","558","5,371","1,338","67","3,482","1,088","D","D","2,155","62,210","58,741","D","D","1,131","1,554","7,569","0","0","D","12,241","D","D","D","13,126","4,990","607","7,529","43,669","11,186","32,483","D","D","1,482","D","D","993","D","0","D","45,108","11,356","33,752","D","1,912","1,843","69","5,902","995","D","D","D","143","868","186","D","243","D","2,735","50% to less than 60%","Less than 10%","30% to less than 40%"
"California","326211","Tire Manufacturing (except Retreading)","2022","4","4","D","899","228","17","421","107","11","23","478","121","6","232","D","0","D","158","D","D","0","D","D","D","D","0","0","D","D","D","D","D","D","D","D","D","D","D","D","D","D","43","0","0","43","0","0","0","D","D","D","D","D","D","D","D","D","D","D","D","D","128","D","D","D","D","D","D","50% to less than 60%","50% to less than 60%"
"California","326212","Tire Retreading","2022","22","24","D","15,963","3,888","342","11,070","2,671","281","535","4,893","1,217","61","3,250","D","D","D","1,997","D","D","D","D","D","D","D","0","0","D","D","D","D","7,498","D","D","D","D","D","D","D","D","D","1,439","D","D","950","D","0","D","D","D","D","1,945","D","D","D","D","D","D","D","102","D","740","D","D","D","386","D","D","Less than 10%","30% to less than 40%"
"California","32622","Rubber and Plastics Hoses and Belting Manufacturing","2022","13","13","100,612","12,263","3,004","261","8,389","2,069","210","378","3,874","935","51","3,131","1,272","0","405","1,454","53,958","51,556","D","D","82","1,835","10,176","0","0","D","13,467","D","D","D","16,760","5,846","2,650","8,264","48,067","6,851","41,216","D","D","768","D","D","507","D","D","D","48,904","7,008","41,896","D","1,704","1,639","65","5,632","885","D","D","D","74","912","145","D","351","D","2,758","20% to less than 30%","30% to less than 40%","40% to less than 50%"
"California","326220","Rubber and Plastics Hoses and Belting Manufacturing","2022","13","13","100,612","12,263","3,004","261","8,389","2,069","210","378","3,874","935","51","3,131","1,272","0","405","1,454","53,958","51,556","D","D","82","1,835","10,176","0","0","D","13,467","D","D","D","16,760","5,846","2,650","8,264","48,067","6,851","41,216","D","D","768","D","D","507","D","D","D","48,904","7,008","41,896","D","1,704","1,639","65","5,632","885","D","D","D","74","912","145","D","351","D","2,758","20% to less than 30%","30% to less than 40%","40% to less than 50%"
"California","32629","Other Rubber Product Manufacturing","2022","102","110","938,295","200,491","48,663","3,640","124,242","29,983","2,608","5,078","76,249","18,680","1,032","59,989","21,641","D","D","29,949","387,426","348,546","12,985","11,011","4,964","9,920","54,061","0","D","558,174","92,996","43,472","11,027","38,497","107,580","47,067","14,737","45,776","597,297","107,048","490,249","D","D","134,885","1,165","1,063","132,657","D","D","D","724,673","108,529","616,144","51,041","16,962","14,405","2,557","77,091","25,921","1,017","814","1,073","1,496","7,252","2,059","3,392","4,503","3,474","26,090","50% to less than 60%","30% to less than 40%","30% to less than 40%"
"California","326291","Rubber Product Manufacturing for Mechanical Use","2022","33","37","389,697","80,918","19,925","1,553","54,506","13,283","1,251","2,251","26,412","6,642","302","21,472","8,669","D","D","10,310","148,650","139,977","533","2,083","2,407","3,650","17,000","0","D","242,156","31,329","11,407","4,971","14,951","33,844","11,520","5,967","16,357","308,421","30,144","278,277","D","D","D","766","D","D","D","D","D","433,888","30,364","403,524","29,551","6,667","4,684","1,983","43,536","22,214","356","408","498","604","3,676","948","671","2,241","1,532","10,388","50% to less than 60%","30% to less than 40%","40% to less than 50%"
"California","326299","All Other Rubber Product Manufacturing","2022","69","73","548,598","119,573","28,738","2,087","69,736","16,700","1,357","2,827","49,837","12,038","730","38,517","12,972","4,048","1,858","19,639","238,776","208,569","12,452","8,928","2,557","6,270","37,061","0","0","316,018","61,667","32,065","6,056","23,546","73,736","35,547","8,770","29,419","288,876","76,904","211,972","D","D","D","399","D","D","D","D","D","290,785","78,165","212,620","21,490","10,295","9,721","574","33,555","3,707","661","406","575","892","3,576","1,111","2,721","2,262","1,942","15,702","50% to less than 60%","20% to less than 30%","30% to less than 40%"
"California","327","Nonmetallic Mineral Product Manufacturing","2022","781","1,154","12,758,587","2,168,399","538,015","33,198","1,504,202","372,955","25,318","50,535","664,197","165,060","7,880","620,322","230,313","36,248","64,889","288,872","6,189,611","5,177,847","199,087","149,015","298,866","364,796","2,737,419","D","0","6,683,143","1,232,641","659,635","128,098","444,908","1,375,838","783,147","118,753","473,938","7,224,035","1,537,642","5,686,393","351,018","52,416","298,602","91,414","7,996","199,192","114,644","11,923","102,721","7,460,409","1,578,135","5,882,274","489,266","224,658","106,667","117,991","1,241,827","69,241","12,767","8,783","12,833","32,115","219,187","54,362","19,934","65,005","77,586","670,014","40% to less than 50%","30% to less than 40%","30% to less than 40%"
"California","3271","Clay Product and Refractory Manufacturing","2022","103","108","369,228","110,919","28,049","1,958","66,278","16,624","1,394","2,796","44,641","11,425","564","27,824","11,781","870","2,925","12,248","107,257","83,677","D","D","9,966","D","45,226","0","0","278,823","77,100","D","D","18,472","97,660","62,090","13,390","22,180","240,900","D","D","D","D","D","D","D","D","D","D","D","255,578","D","D","10,223","10,038","D","D","52,678","5,529","D","280","D","1,302","4,736","1,112","2,118","4,486","D","29,030","40% to less than 50%","20% to less than 30%","30% to less than 40%"
"California","32711","Pottery, Ceramics, and Plumbing Fixture Manufacturing","2022","73","75","132,461","41,107","10,575","782","25,705","6,365","570","1,069","15,402","4,210","212","11,699","5,414","67","1,327","4,891","31,117","23,764","D","D","2,109","D","14,492","0","0","107,928","14,207","D","D","2,059","21,351","14,894","3,838","2,619","80,586","D","D","D","D","7,588","D","D","6,832","D","D","D","85,900","D","D","3,417","4,769","D","D","18,776","1,787","D","75","D","781","1,422","318","1,314","2,520","D","8,852","30% to less than 40%","10% to less than 20%","50% to less than 60%"
"California","327110","Pottery, Ceramics, and Plumbing Fixture Manufacturing","2022","73","75","132,461","41,107","10,575","782","25,705","6,365","570","1,069","15,402","4,210","212","11,699","5,414","67","1,327","4,891","31,117","23,764","D","D","2,109","D","14,492","0","0","107,928","14,207","D","D","2,059","21,351","14,894","3,838","2,619","80,586","D","D","D","D","7,588","D","D","6,832","D","D","D","85,900","D","D","3,417","4,769","D","D","18,776","1,787","D","75","D","781","1,422","318","1,314","2,520","D","8,852","30% to less than 40%","10% to less than 20%","50% to less than 60%"
"California","32712","Clay Building Material and Refractories Manufacturing","2022","31","33","236,767","69,812","17,474","1,176","40,573","10,259","824","1,727","29,239","7,215","352","16,125","6,367","803","1,598","7,357","76,140","59,913","2,359","699","7,857","5,312","30,734","0","0","170,895","62,893","37,535","8,945","16,413","76,309","47,196","9,552","19,561","160,314","49,186","111,128","D","D","D","D","D","D","D","D","D","169,678","53,661","116,017","6,806","5,269","4,845","424","33,902","3,742","290","205","752","521","3,314","794","804","1,966","1,336","20,178","40% to less than 50%","20% to less than 30%","20% to less than 30%"
"California","327120","Clay Building Material and Refractories Manufacturing","2022","31","33","236,767","69,812","17,474","1,176","40,573","10,259","824","1,727","29,239","7,215","352","16,125","6,367","803","1,598","7,357","76,140","59,913","2,359","699","7,857","5,312","30,734","0","0","170,895","62,893","37,535","8,945","16,413","76,309","47,196","9,552","19,561","160,314","49,186","111,128","D","D","D","D","D","D","D","D","D","169,678","53,661","116,017","6,806","5,269","4,845","424","33,902","3,742","290","205","752","521","3,314","794","804","1,966","1,336","20,178","40% to less than 50%","20% to less than 30%","20% to less than 30%"
"California","3272","Glass and Glass Product Manufacturing","2022","211","223","2,306,361","433,748","106,958","7,051","306,971","75,698","5,548","11,151","126,777","31,260","1,503","133,688","55,081","10,644","17,965","49,998","1,027,264","758,545","46,001","41,617","74,934","106,167","826,983","0","0","1,350,885","313,487","206,426","16,751","90,310","397,683","273,863","21,102","102,718","1,234,797","237,486","997,311","70,770","5,399","65,371","2,973","2,489","59,909","22,238","1,183","21,055","1,283,329","241,702","1,041,627","103,096","36,726","29,858","6,868","170,793","19,900","2,109","1,842","943","2,840","22,582","5,888","3,803","13,823","9,788","87,275","30% to less than 40%","20% to less than 30%","30% to less than 40%"
"California","32721","Glass and Glass Product Manufacturing","2022","211","223","2,306,361","433,748","106,958","7,051","306,971","75,698","5,548","11,151","126,777","31,260","1,503","133,688","55,081","10,644","17,965","49,998","1,027,264","758,545","46,001","41,617","74,934","106,167","826,983","0","0","1,350,885","313,487","206,426","16,751","90,310","397,683","273,863","21,102","102,718","1,234,797","237,486","997,311","70,770","5,399","65,371","2,973","2,489","59,909","22,238","1,183","21,055","1,283,329","241,702","1,041,627","103,096","36,726","29,858","6,868","170,793","19,900","2,109","1,842","943","2,840","22,582","5,888","3,803","13,823","9,788","87,275","30% to less than 40%","20% to less than 30%","30% to less than 40%"
"California","327211","Flat Glass Manufacturing","2022","10","14","537,046","73,138","17,743","1,197","50,788","12,146","954","1,976","22,350","5,597","243","19,332","6,083","D","D","10,608","262,739","166,717","D","D","20,418","D","158,239","0","0","283,568","34,791","19,833","969","13,989","53,520","28,858","1,205","23,457","377,335","81,575","295,760","D","D","D","D","D","7,875","D","D","D","380,263","81,896","298,367","27,287","5,556","4,769","787","58,620","2,663","838","D","D","754","4,423","1,425","1,667","4,551","2,953","38,639","20% to less than 30%","Less than 10%","40% to less than 50%"
"California","327212","Other Pressed and Blown Glass and Glassware Manufacturing","2022","56","56","78,750","18,675","4,594","370","13,513","3,347","286","514","5,162","1,247","84","4,476","1,641","191","360","2,284","28,344","24,332","129","D","D","D","9,500","0","0","52,493","D","D","D","D","17,593","13,015","1,425","3,153","34,158","6,849","27,309","741","10","731","D","D","D","144","D","D","34,755","6,839","27,916","2,878","D","D","D","6,735","D","D","D","221","342","D","D","D","918","D","2,950","20% to less than 30%","Less than 10%","20% to less than 30%"
"California","327213","Glass Container Manufacturing","2022","6","7","731,811","135,513","33,067","1,792","108,011","26,231","1,516","3,175","27,502","6,836","276","57,589","31,098","D","D","12,744","279,510","156,297","0","D","D","60,859","523,064","0","0","487,420","D","D","D","D","190,935","170,540","529","19,866","421,734","56,877","364,857","D","D","D","D","D","D","D","D","D","454,644","56,796","397,848","45,928","D","D","D","35,593","D","D","D","D","291","D","D","D","1,587","D","19,105","40% to less than 50%","40% to less than 50%","40% to less than 50%"
"California","327215","Glass Product Manufacturing Made of Purchased Glass","2022","141","146","958,754","206,422","51,554","3,692","134,659","33,974","2,792","5,486","71,763","17,580","900","52,291","16,259","4,345","7,325","24,362","456,671","411,199","D","D","4,172","20,128","136,180","0","0","527,404","106,516","40,140","13,932","52,444","135,635","61,450","17,943","56,242","401,570","92,185","309,385","22,839","4,524","18,315","2,558","2,185","13,572","10,742","538","10,204","413,667","96,171","317,496","27,003","22,475","18,689","3,786","69,845","16,044","1,190","1,085","498","1,453","7,197","2,283","1,788","6,767","4,959","26,581","20% to less than 30%","30% to less than 40%","30% to less than 40%"
"California","3273","Cement and Concrete Product Manufacturing","2022","256","569","6,934,305","1,141,053","279,418","16,981","818,456","199,867","13,156","25,991","322,597","79,551","3,825","330,169","117,812","17,792","28,185","166,380","3,561,832","3,125,540","82,085","53,839","151,988","148,380","1,120,278","D","0","3,381,391","569,534","262,635","78,954","227,945","578,034","290,516","59,991","227,527","3,718,067","721,961","2,996,106","206,633","38,738","167,895","83,532","2,198","82,165","53,963","7,492","46,471","3,870,737","753,207","3,117,530","284,339","134,523","44,150","90,373","683,914","26,063","7,011","5,272","4,071","22,786","144,674","21,237","10,863","30,608","47,489","363,840","50% to less than 60%","40% to less than 50%","40% to less than 50%"
"California","32731","Cement Manufacturing","2022","9","15","970,273","98,354","25,921","1,158","74,355","20,763","892","1,778","23,999","5,158","266","39,100","17,960","2,367","4,397","14,376","413,440","223,278","D","D","D","102,868","845,336","0","0","521,098","165,575","30,305","50,119","85,151","126,700","21,759","22,930","82,011","1,401,753","221,904","1,179,849","44,670","D","D","D","D","23,774","13,180","D","D","1,433,243","240,135","1,193,108","68,906","12,417","2,732","9,685","141,532","D","D","D","D","D","D","1,156","D","4,986","10,915","78,015","50% to less than 60%","70% to less than 80%","10% to less than 20%"
"California","327310","Cement Manufacturing","2022","9","15","970,273","98,354","25,921","1,158","74,355","20,763","892","1,778","23,999","5,158","266","39,100","17,960","2,367","4,397","14,376","413,440","223,278","D","D","D","102,868","845,336","0","0","521,098","165,575","30,305","50,119","85,151","126,700","21,759","22,930","82,011","1,401,753","221,904","1,179,849","44,670","D","D","D","D","23,774","13,180","D","D","1,433,243","240,135","1,193,108","68,906","12,417","2,732","9,685","141,532","D","D","D","D","D","D","1,156","D","4,986","10,915","78,015","50% to less than 60%","70% to less than 80%","10% to less than 20%"
"California","32732","Ready-Mix Concrete Manufacturing","2022","114","381","4,014,141","603,497","145,111","9,014","479,564","113,859","7,464","14,561","123,933","31,252","1,550","168,142","57,906","11,831","12,121","86,284","2,252,979","2,120,741","29,095","23,231","56,339","23,573","138,290","0","0","1,751,999","174,621","71,954","7,710","94,957","161,594","61,287","9,214","91,093","1,364,906","260,505","1,104,401","111,910","14,981","96,929","72,111","1,174","23,644","20,499","0","20,499","1,456,317","275,486","1,180,831","128,983","81,406","20,893","60,513","301,703","12,922","2,801","1,690","1,363","18,884","73,130","10,413","3,636","11,300","24,208","141,356","50% to less than 60%","50% to less than 60%","50% to less than 60%"
"California","327320","Ready-Mix Concrete Manufacturing","2022","114","381","4,014,141","603,497","145,111","9,014","479,564","113,859","7,464","14,561","123,933","31,252","1,550","168,142","57,906","11,831","12,121","86,284","2,252,979","2,120,741","29,095","23,231","56,339","23,573","138,290","0","0","1,751,999","174,621","71,954","7,710","94,957","161,594","61,287","9,214","91,093","1,364,906","260,505","1,104,401","111,910","14,981","96,929","72,111","1,174","23,644","20,499","0","20,499","1,456,317","275,486","1,180,831","128,983","81,406","20,893","60,513","301,703","12,922","2,801","1,690","1,363","18,884","73,130","10,413","3,636","11,300","24,208","141,356","50% to less than 60%","50% to less than 60%","50% to less than 60%"
"California","32733","Concrete Pipe, Brick, and Block Manufacturing","2022","31","45","595,643","113,848","27,943","1,682","67,098","16,587","1,119","2,362","46,750","11,356","563","29,068","9,734","1,218","2,883","15,233","283,036","235,178","32,240","D","D","7,533","43,767","0","0","324,018","91,158","77,175","2,736","11,247","104,418","89,194","2,128","13,096","347,113","79,288","267,825","13,187","D","D","D","D","9,669","5,782","D","D","354,518","77,140","277,378","41,678","8,356","5,485","2,871","75,920","D","D","D","D","D","D","1,470","D","3,757","4,092","44,535","50% to less than 60%","40% to less than 50%","40% to less than 50%"
"California","327331","Concrete block and brick manufacturing","2022","25","39","541,448","98,142","23,380","1,421","55,547","13,154","902","1,936","42,595","10,226","519","26,303","D","1,218","D","13,632","262,119","216,257","D","D","D","6,972","40,473","0","0","289,118","84,045","D","D","9,096","97,065","83,306","1,432","12,327","310,558","69,853","240,705","D","D","D","D","D","D","D","3,182","D","317,349","67,597","249,752","39,127","D","D","D","68,748","D","D","442","1,446","1,075","7,744","D","3,771","3,706","3,122","D","60% to less than 70%","50% to less than 60%","40% to less than 50%"
"California","327332","Concrete pipe manufacturing","2022","6","6","54,195","15,706","4,563","261","11,551","3,433","217","426","4,155","1,130","44","2,765","D","0","D","1,601","20,917","18,921","D","D","D","561","3,294","0","0","34,900","7,113","D","D","2,151","7,353","5,888","696","769","36,555","9,435","27,120","D","D","551","D","D","D","D","D","D","37,169","9,543","27,626","2,551","D","D","D","7,172","D","D","D","D","D","D","D","D","51","970","D","Less than 10%","Less than 10%","20% to less than 30%"
"California","32739","Other Concrete Product Manufacturing","2022","113","128","1,354,248","325,354","80,443","5,127","197,439","48,658","3,681","7,290","127,915","31,785","1,446","93,859","32,212","2,376","8,784","50,487","612,377","546,343","D","25,014","D","14,406","92,885","D","0","784,276","138,180","83,201","18,389","36,590","185,322","118,276","25,719","41,327","604,295","160,264","444,031","36,866","D","D","7,278","D","25,078","14,502","3,739","10,763","626,659","160,446","466,213","44,772","32,344","15,040","17,304","164,759","6,731","2,860","3,080","1,192","2,452","18,135","8,198","3,338","10,565","8,274","99,934","50% to less than 60%","20% to less than 30%","40% to less than 50%"
"California","327390","Other Concrete Product Manufacturing","2022","113","128","1,354,248","325,354","80,443","5,127","197,439","48,658","3,681","7,290","127,915","31,785","1,446","93,859","32,212","2,376","8,784","50,487","612,377","546,343","D","25,014","D","14,406","92,885","D","0","784,276","138,180","83,201","18,389","36,590","185,322","118,276","25,719","41,327","604,295","160,264","444,031","36,866","D","D","7,278","D","25,078","14,502","3,739","10,763","626,659","160,446","466,213","44,772","32,344","15,040","17,304","164,759","6,731","2,860","3,080","1,192","2,452","18,135","8,198","3,338","10,565","8,274","99,934","50% to less than 60%","20% to less than 30%","40% to less than 50%"
