"Geographic Area Name (NAME)","2022 NAICS code (NAICS2022)","Meaning of NAICS code (NAICS2022_LABEL)","Year (YEAR)","Number of firms (FIRM)","Number of establishments (ESTAB)","Sales, value of shipments, or revenue ($1,000) (RCPTOT)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)","Production and/or development and exploration workers annual wages ($1,000) (PAYANPW)","Production workers first-quarter payroll ($1,000) (PAYQ1PW)","Production and/or development and exploration workers for pay period including March 12 (EMPQ1PW)","Construction, production and/or development and exploration workers annual hours (1,000) (HOURS)","Other employees annual wages ($1,000) (PAYANOM)","Other employees first-quarter payroll ($1,000) (PAYQ1OM)","Other employees for pay period including March 12 (EMPQ1OM)","Total fringe benefits ($1,000) (BENEFIT)","Employer's cost for health insurance ($1,000) (BENHEA)","Employer's cost for defined benefit pension plans ($1,000) (BENPEB)","Employer's cost for defined contribution plans ($1,000) (BENPEC)","Employer's cost for other fringe benefits ($1,000) (BENOTH)","Total cost of supplies and/or materials ($1,000) (CSTMTOT)","Cost of materials, components, packaging and/or supplies used, minerals received, or purchased machinery installed ($1,000) (CSTMPRT)","Cost of resales ($1,000) (CSTRSL)","Cost of contract work ($1,000) (CSTCNT)","Cost of purchased fuels consumed ($1,000) (CSTFU)","Cost of purchased electricity ($1,000) (CSTELEC)","Quantity of electricity purchased for heat and power (1,000 kWh) (ELECPCH)","Quantity of generated electricity (1,000 kWh) (ELECGEN)","Quantity of electricity sold or transferred (1,000 kWh) (ELECSLD)","Value added ($1,000) (VALADD)","Total inventories, beginning of year ($1,000) (INVTOTB)","Finished goods or minerals products, crude petroleum, and natural gas liquids inventories, beginning of year ($1,000) (INVFINB)","Work-in-process inventories, beginning of year ($1,000) (INVWIPB)","Materials and/or supplies, parts, fuels, etc. inventories, beginning of year ($1,000) (INVMATB)","Total inventories, end of year ($1,000) (INVTOTE)","Finished goods or minerals products, crude petroleum, and natural gas liquids inventories, end of year ($1,000) (INVFINE)","Work-in-process inventories, end of year ($1,000) (INVWIPE)","Materials and/or supplies, parts, fuels, etc. inventories, end of year ($1,000) (INVMATE)","Gross value of depreciable assets (acquisition costs), beginning of year ($1,000) (ASTBGN)","Gross value of depreciable assets (acquisition costs) for buildings and other structures, beginning of year ($1,000) (ASTBBLD)","Gross value of depreciable assets (acquisition costs) for machinery and equipment, beginning of year ($1,000) (ASTBMCH)","Total capital expenditures for buildings, structures, machinery, and equipment (new and used) ($1,000) (CEXTOT)","Capital expenditures for buildings and other structures ($1,000) (CEXBLD)","Capital expenditures for machinery and equipment ($1,000) (CEXMCH)","Capital expenditures for automobiles, trucks, etc. for highway use ($1,000) (CEXMCHA)","Capital expenditures for computers and peripheral data processing equipment ($1,000) (CEXMCHC)","Capital expenditures for all other machinery and equipment ($1,000) (CEXMCHO)","Total retirements ($1,000) (ASRET)","Retirements for buildings and other structures ($1,000) (ASRBLD)","Retirements for machinery and equipment ($1,000) (ASRMCH)","Gross value of depreciable assets (acquisition costs, end of year) ($1,000) (ASTEND)","Gross value of depreciable assets (acquisition costs) for buildings and other structures, end of year ($1,000) (ASTEBLD)","Gross value of depreciable assets (acquisition costs) for machinery and equipment, end of year ($1,000) (ASTEMCH)","Total depreciation during year ($1,000) (DPRTOT)","Total rental payments or lease payments ($1,000) (RPTOT)","Rental payments or lease payments for buildings and other structures ($1,000) (RPBLD)","Rental payments or lease payments for machinery and equipment ($1,000) (RPMCH)","Total other operating expenses ($1,000) (PCHTT)","Temporary staff and leased employee expenses ($1,000) (PCHTEMP)","Expensed computer hardware and other equipment ($1,000) (PCHCMPQ)","Expensed purchases of software ($1,000) (PCHEXSO)","Data processing and other purchased computer services ($1,000) (PCHDAPR)","Communication services ($1,000) (PCHCSVC)","Repair and maintenance services of buildings and/or machinery ($1,000) (PCHRPR)","Refuse removal (including hazardous waste) services ($1,000) (PCHRFUS)","Advertising and promotional services ($1,000) (PCHADVT)","Purchased professional and technical services ($1,000) (PCHPRTE)","Taxes and license fees ($1,000) (PCHTAX)","All other operating expenses ($1,000) (PCHOEXP)","Range indicating imputed percentage of total sales, value of shipments, or revenue (RCPTOT_IMP)","Range indicating imputed percentage of total annual payroll (PAYANN_IMP)","Range indicating imputed percentage of total employees (EMP_IMP)"
"California","325193","Ethyl Alcohol Manufacturing","2022","8","8","D","D","D","250 to 499 employees","D","D","198","411","D","D","D","D","D","D","D","D","D","594,325","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","41","D","D","D","0","D","D","D","D","D","3,294","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D"
"California","325194","Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing","2022","4","4","D","D","D","250 to 499 employees","D","D","187","415","D","D","D","D","D","0","D","D","D","12,903","0","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","0","0","0","0","0","0","D","D","D","D","D","D","D","1,303","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D"
"California","325199","All Other Basic Organic Chemical Manufacturing","2022","61","61","5,119,929","470,636","115,356","4,679","251,453","61,574","2,803","5,074","219,183","53,782","1,876","109,604","45,366","D","D","44,507","2,940,062","2,827,257","D","D","45,135","58,407","771,918","D","0","2,192,394","263,150","94,562","27,382","141,206","291,637","104,953","29,518","157,166","2,346,451","204,250","2,142,201","D","D","D","D","D","D","D","D","D","2,263,949","218,027","2,045,922","87,090","37,772","11,832","25,940","429,020","94,149","9,180","D","D","D","95,167","18,376","5,778","125,507","19,337","18,274","20% to less than 30%","50% to less than 60%","60% to less than 70%"
"California","3252","Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","2022","145","151","2,693,603","318,302","79,275","4,524","180,537","43,835","3,066","5,889","137,765","35,440","1,458","85,167","33,731","1,828","9,335","40,273","1,380,435","1,258,059","67,207","15,483","14,539","25,147","160,900","0","0","1,336,351","319,342","128,516","68,264","122,562","355,582","145,458","74,505","135,619","1,191,071","228,265","962,806","122,381","3,210","119,171","1,179","599","117,393","19,673","1,053","18,620","1,293,779","230,422","1,063,357","82,520","31,351","23,886","7,465","219,058","23,855","2,458","4,853","1,439","3,013","24,657","7,062","4,581","14,024","8,419","124,697","30% to less than 40%","40% to less than 50%","50% to less than 60%"
"California","32521","Resin and Synthetic Rubber Manufacturing","2022","140","146","2,669,678","315,573","78,583","4,478","179,331","43,519","3,041","5,838","136,242","35,064","1,437","84,595","33,448","1,828","9,309","40,010","1,366,670","1,246,860","D","D","D","24,955","159,731","0","0","1,326,111","317,103","128,007","68,152","120,944","353,855","144,869","74,393","134,593","D","D","956,537","D","3,210","D","D","D","D","19,673","1,053","18,620","1,286,805","229,981","1,056,824","82,215","D","D","D","216,552","23,405","2,424","4,843","1,417","2,962","24,269","7,012","4,548","13,959","8,330","123,383","30% to less than 40%","40% to less than 50%","50% to less than 60%"
"California","325211","Plastics Material and Resin Manufacturing","2022","121","125","2,206,887","219,787","54,855","2,913","118,831","28,501","2,055","3,852","100,956","26,354","858","58,798","21,727","D","D","28,529","1,222,888","1,112,253","64,433","12,725","12,292","21,185","133,495","0","0","991,176","247,360","D","D","99,279","259,915","D","D","104,657","870,557","155,027","715,530","D","D","116,053","880","592","114,581","D","D","D","971,792","156,970","814,822","60,250","25,003","18,209","6,794","195,251","19,701","D","D","D","2,028","20,322","5,375","4,138","12,987","6,356","119,954","30% to less than 40%","20% to less than 30%","30% to less than 40%"
"California","325212","Synthetic Rubber Manufacturing","2022","19","21","462,791","95,786","23,728","1,565","60,500","15,018","986","1,986","35,286","8,710","579","25,797","11,721","D","D","11,481","143,782","134,607","D","D","D","3,770","26,236","0","0","334,935","69,743","D","D","21,665","93,940","D","D","29,936","D","D","241,007","D","D","D","D","D","D","D","D","D","315,013","73,011","242,002","21,965","D","D","D","21,301","3,704","D","D","D","934","3,947","1,637","410","972","1,974","3,429","60% to less than 70%","80% to less than 90%","90% to 100%"
"California","32522","Artificial and Synthetic Fibers and Filaments Manufacturing","2022","5","5","23,925","2,729","692","46","1,206","316","25","51","1,523","376","21","572","283","0","26","263","13,765","11,199","D","D","D","192","1,169","0","0","10,240","2,239","509","112","1,618","1,727","589","112","1,026","D","D","6,269","D","0","D","D","D","D","0","0","0","6,974","441","6,533","305","D","D","D","2,506","450","34","10","22","51","388","50","33","65","89","1,314","Less than 10%","Less than 10%","10% to less than 20%"
"California","325220","Artificial and Synthetic Fibers and Filaments Manufacturing","2022","5","5","23,925","2,729","692","46","1,206","316","25","51","1,523","376","21","572","283","0","26","263","13,765","11,199","D","D","D","192","1,169","0","0","10,240","2,239","509","112","1,618","1,727","589","112","1,026","D","D","6,269","D","0","D","D","D","D","0","0","0","6,974","441","6,533","305","D","D","D","2,506","450","34","10","22","51","388","50","33","65","89","1,314","Less than 10%","Less than 10%","10% to less than 20%"
"California","3253","Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing","2022","100","110","1,525,850","140,515","34,706","2,215","84,426","21,637","1,586","3,115","56,089","13,069","629","38,585","14,197","1,467","3,745","19,176","718,245","665,972","D","D","11,347","15,773","103,962","D","D","850,510","267,023","165,772","20,043","81,208","322,014","201,315","27,405","93,294","866,465","223,369","643,096","33,363","5,152","28,211","1,330","556","26,325","9,525","744","8,781","890,303","227,777","662,526","60,190","22,797","15,637","7,160","138,370","8,465","1,714","477","234","1,679","15,136","5,360","6,100","20,739","9,414","69,052","50% to less than 60%","10% to less than 20%","30% to less than 40%"
"California","32531","Fertilizer and Compost Manufacturing","2022","73","82","802,406","96,417","24,289","1,566","57,929","15,231","1,122","2,201","38,488","9,058","444","23,078","7,068","174","3,008","12,828","353,478","321,316","D","D","D","9,721","63,012","D","D","473,768","114,015","59,604","6,918","47,493","137,346","83,797","7,565","45,984","538,369","116,242","422,127","15,013","3,962","11,051","896","43","10,112","6,487","241","6,246","546,895","119,963","426,932","38,941","7,340","4,525","2,815","48,746","5,051","1,554","D","D","681","9,624","2,277","2,775","D","5,268","13,945","40% to less than 50%","10% to less than 20%","30% to less than 40%"
"California","325311","Nitrogenous Fertilizer Manufacturing","2022","23","23","179,129","14,556","3,671","211","9,136","2,357","144","282","5,420","1,314","67","4,556","1,374","D","D","2,740","59,284","47,320","D","1,055","D","D","42,691","0","0","121,750","9,433","5,817","D","D","10,183","7,606","D","D","187,023","39,215","147,808","D","D","D","D","0","D","D","D","D","186,008","40,701","145,307","13,475","1,433","724","709","11,229","622","D","D","D","83","1,533","516","D","2,577","971","3,548","40% to less than 50%","Less than 10%","50% to less than 60%"
"California","325312","Phosphatic Fertilizer Manufacturing","2022","7","8","237,532","22,928","6,018","326","15,907","4,351","241","499","7,021","1,667","85","6,100","1,721","D","D","3,220","112,304","106,008","D","D","D","1,820","10,966","D","D","146,658","43,330","D","D","D","60,311","53,889","D","D","244,059","47,015","197,044","6,340","D","D","0","D","D","2,499","D","D","247,900","46,861","201,039","15,392","1,607","469","1,138","11,569","1,037","D","D","D","211","1,164","D","1,152","2,586","1,743","2,678","30% to less than 40%","Less than 10%","Less than 10%"
"California","325314","Fertilizer (Mixing Only) Manufacturing","2022","34","37","340,432","48,594","12,364","813","26,058","6,929","582","1,136","22,536","5,435","231","9,510","2,610","D","D","5,746","163,661","154,252","D","D","D","D","6,053","0","0","178,762","52,320","D","D","30,383","58,955","19,102","4,826","35,027","79,993","23,790","56,203","D","D","2,207","D","D","D","D","0","D","82,101","24,279","57,822","6,791","3,534","2,839","695","20,721","2,987","94","D","115","352","5,150","902","1,367","D","2,074","5,842","50% to less than 60%","10% to less than 20%","40% to less than 50%"
"California","325315","Compost Manufacturing","2022","11","14","45,313","10,339","2,236","216","6,828","1,594","155","284","3,511","642","61","2,912","1,363","D","D","1,122","18,229","13,736","D","D","D","466","3,302","0","0","26,598","8,932","D","D","3,766","7,897","3,200","1,480","3,217","27,294","6,222","21,072","D","D","D","D","D","D","D","0","D","30,886","8,122","22,764","3,283","766","493","273","5,227","405","D","D","D","35","1,777","D","D","D","480","1,877","40% to less than 50%","Less than 10%","Less than 10%"
"California","32532","Pesticide and Other Agricultural Chemical Manufacturing","2022","28","28","723,444","44,098","10,417","649","26,497","6,406","464","914","17,601","4,011","185","15,507","7,129","1,293","737","6,348","364,767","344,656","D","D","D","6,052","40,950","0","0","376,742","153,008","106,168","13,125","33,715","184,668","117,518","19,840","47,310","328,096","107,127","220,969","18,350","1,190","17,160","434","513","16,213","3,038","503","2,535","343,408","107,814","235,594","21,249","15,457","11,112","4,345","89,624","3,414","160","D","D","998","5,512","3,083","3,325","D","4,146","55,107","60% to less than 70%","30% to less than 40%","20% to less than 30%"
"California","325320","Pesticide and Other Agricultural Chemical Manufacturing","2022","28","28","723,444","44,098","10,417","649","26,497","6,406","464","914","17,601","4,011","185","15,507","7,129","1,293","737","6,348","364,767","344,656","D","D","D","6,052","40,950","0","0","376,742","153,008","106,168","13,125","33,715","184,668","117,518","19,840","47,310","328,096","107,127","220,969","18,350","1,190","17,160","434","513","16,213","3,038","503","2,535","343,408","107,814","235,594","21,249","15,457","11,112","4,345","89,624","3,414","160","D","D","998","5,512","3,083","3,325","D","4,146","55,107","60% to less than 70%","30% to less than 40%","20% to less than 30%"
"California","3254","Pharmaceutical and Medicine Manufacturing","2022","420","469","69,184,904","7,744,428","1,964,332","55,557","2,426,589","623,666","25,777","51,225","5,317,839","1,340,666","29,780","2,469,074","757,340","42,464","454,082","1,215,188","10,303,273","9,364,537","359,261","281,547","79,964","217,964","1,444,537","66,585","D","59,499,629","9,220,224","4,082,136","2,789,107","2,348,981","10,219,596","4,326,222","3,163,019","2,730,355","21,912,421","11,293,393","10,619,028","1,364,137","751,979","612,158","42,217","41,994","527,947","461,555","142,583","318,972","22,815,003","11,902,789","10,912,214","1,687,905","340,094","264,745","75,349","9,847,916","650,810","83,400","173,980","35,851","40,754","406,514","112,815","966,837","3,141,820","250,803","3,984,332","50% to less than 60%","20% to less than 30%","30% to less than 40%"
"California","32541","Pharmaceutical and medicine manufacturing","2022","420","469","69,184,904","7,744,428","1,964,332","55,557","2,426,589","623,666","25,777","51,225","5,317,839","1,340,666","29,780","2,469,074","757,340","42,464","454,082","1,215,188","10,303,273","9,364,537","359,261","281,547","79,964","217,964","1,444,537","66,585","D","59,499,629","9,220,224","4,082,136","2,789,107","2,348,981","10,219,596","4,326,222","3,163,019","2,730,355","21,912,421","11,293,393","10,619,028","1,364,137","751,979","612,158","42,217","41,994","527,947","461,555","142,583","318,972","22,815,003","11,902,789","10,912,214","1,687,905","340,094","264,745","75,349","9,847,916","650,810","83,400","173,980","35,851","40,754","406,514","112,815","966,837","3,141,820","250,803","3,984,332","50% to less than 60%","20% to less than 30%","30% to less than 40%"
"California","325411","Medicinal and Botanical Manufacturing","2022","106","109","2,827,115","601,745","150,153","5,975","188,044","47,007","3,175","5,801","413,701","103,146","2,800","166,324","62,314","7,835","13,049","83,126","1,173,169","1,071,638","46,853","14,179","8,649","31,850","254,456","D","0","1,760,787","476,252","174,035","97,204","205,013","621,053","227,990","150,090","242,973","1,340,973","509,219","831,754","64,631","25,674","38,957","2,102","1,734","35,121","18,258","3,113","15,145","1,387,346","531,780","855,566","110,771","29,176","26,442","2,734","233,277","40,928","4,515","5,310","3,328","2,026","19,613","10,009","32,156","37,299","8,694","69,399","70% to less than 80%","60% to less than 70%","60% to less than 70%"
"California","325412","Pharmaceutical Preparation Manufacturing","2022","202","226","50,646,230","4,757,737","1,107,531","30,718","1,339,408","331,929","13,127","25,919","3,418,329","775,602","17,591","1,683,776","490,901","21,740","319,420","851,715","5,133,521","4,567,239","D","120,467","D","106,987","649,515","D","D","45,903,074","5,817,671","3,069,121","1,509,938","1,238,612","6,384,122","3,268,580","1,700,844","1,414,698","14,795,503","7,836,890","6,958,613","725,372","429,953","295,419","2,936","18,679","273,804","348,959","122,009","226,950","15,171,916","8,144,834","7,027,082","1,036,267","164,115","105,991","58,124","7,062,742","400,863","53,036","156,842","D","28,266","256,390","57,237","D","2,752,912","173,599","2,302,583","50% to less than 60%","10% to less than 20%","10% to less than 20%"
"California","325413","In-Vitro Diagnostic Substance Manufacturing","2022","61","67","7,375,824","855,493","205,787","8,279","308,383","70,519","3,809","7,710","547,110","135,268","4,470","233,866","70,531","6,101","29,875","127,359","1,418,281","1,350,222","D","22,351","D","17,893","99,325","D","0","6,066,689","1,019,395","390,749","217,208","411,438","1,110,092","461,737","255,366","392,989","1,460,500","619,906","840,594","179,196","81,323","97,873","2,849","4,925","90,099","30,449","5,085","25,364","1,609,247","696,144","913,103","246,561","56,109","53,996","2,113","410,033","38,426","4,197","5,785","D","4,225","33,708","7,400","D","83,712","13,426","203,971","30% to less than 40%","30% to less than 40%","40% to less than 50%"
"California","325414","Biological Product (except Diagnostic) Manufacturing","2022","65","67","8,335,735","1,529,453","500,861","10,585","590,754","174,211","5,666","11,795","938,699","326,650","4,919","385,108","133,594","6,788","91,738","152,988","2,578,302","2,375,438","D","124,550","D","61,234","441,241","D","D","5,769,079","1,906,906","448,231","964,757","493,918","2,104,329","367,915","1,056,719","679,695","4,315,445","2,327,378","1,988,067","394,938","215,029","179,909","34,330","16,656","128,923","63,889","12,376","51,513","4,646,494","2,530,031","2,116,463","294,306","90,694","78,316","12,378","2,141,864","170,593","21,652","6,043","17,997","6,237","96,803","38,169","53,010","267,897","55,084","1,408,379","40% to less than 50%","10% to less than 20%","30% to less than 40%"
"California","3255","Paint, Coating, and Adhesive Manufacturing","2022","198","215","3,116,526","371,536","90,483","5,286","220,494","55,509","3,694","7,375","151,042","34,974","1,592","108,728","41,195","9,896","11,325","46,312","1,726,854","1,647,142","D","D","D","18,090","106,584","D","0","1,364,797","415,725","150,305","54,714","210,706","376,445","131,367","48,777","196,301","779,028","237,657","541,371","44,639","5,486","39,153","4,671","4,207","30,275","18,257","1,381","16,876","805,410","241,762","563,648","51,609","27,545","24,764","2,781","165,551","26,044","2,487","940","910","3,483","21,411","9,475","4,603","17,125","15,590","63,483","30% to less than 40%","10% to less than 20%","20% to less than 30%"
"California","32551","Paint and Coating Manufacturing","2022","156","163","1,871,153","163,151","40,165","2,441","90,995","23,199","1,637","2,960","72,156","16,966","804","41,918","15,591","1,224","4,877","20,226","1,005,624","952,454","33,626","6,915","4,132","8,497","44,962","D","0","867,481","172,083","70,795","14,372","86,916","192,766","76,729","10,390","105,647","321,935","87,381","234,554","23,342","2,800","20,542","2,953","3,582","14,007","14,244","D","D","331,033","89,879","241,154","23,216","19,806","18,334","1,472","82,071","13,659","944","605","497","2,570","9,073","4,573","2,176","11,414","9,789","26,771","40% to less than 50%","Less than 10%","20% to less than 30%"
"California","325510","Paint and Coating Manufacturing","2022","156","163","1,871,153","163,151","40,165","2,441","90,995","23,199","1,637","2,960","72,156","16,966","804","41,918","15,591","1,224","4,877","20,226","1,005,624","952,454","33,626","6,915","4,132","8,497","44,962","D","0","867,481","172,083","70,795","14,372","86,916","192,766","76,729","10,390","105,647","321,935","87,381","234,554","23,342","2,800","20,542","2,953","3,582","14,007","14,244","D","D","331,033","89,879","241,154","23,216","19,806","18,334","1,472","82,071","13,659","944","605","497","2,570","9,073","4,573","2,176","11,414","9,789","26,771","40% to less than 50%","Less than 10%","20% to less than 30%"
"California","32552","Adhesive Manufacturing","2022","45","52","1,245,373","208,385","50,318","2,845","129,499","32,310","2,057","4,415","78,886","18,008","788","66,810","25,604","8,672","6,448","26,086","721,230","694,688","D","D","D","9,593","61,622","0","0","497,316","243,642","79,510","40,342","123,790","183,679","54,638","38,387","90,654","457,093","150,276","306,817","21,297","2,686","18,611","1,718","625","16,268","4,013","D","D","474,377","151,883","322,494","28,393","7,739","6,430","1,309","83,480","12,385","1,543","335","413","913","12,338","4,902","2,427","5,711","5,801","36,712","10% to less than 20%","10% to less than 20%","10% to less than 20%"
"California","325520","Adhesive Manufacturing","2022","45","52","1,245,373","208,385","50,318","2,845","129,499","32,310","2,057","4,415","78,886","18,008","788","66,810","25,604","8,672","6,448","26,086","721,230","694,688","D","D","D","9,593","61,622","0","0","497,316","243,642","79,510","40,342","123,790","183,679","54,638","38,387","90,654","457,093","150,276","306,817","21,297","2,686","18,611","1,718","625","16,268","4,013","D","D","474,377","151,883","322,494","28,393","7,739","6,430","1,309","83,480","12,385","1,543","335","413","913","12,338","4,902","2,427","5,711","5,801","36,712","10% to less than 20%","10% to less than 20%","10% to less than 20%"
